"Data Source","World Development Indicators",

"Last Updated Date","2017-08-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"China","CHN","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88000011444092","","","","",
"Cameroon","CMR","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","21.4300003051758","23.8299999237061","23.4099998474121","25.1200008392334","24.9899997711182","25.9200000762939","","","","","22.2099990844727","23.0599994659424","23.2199993133545","23.5599994659424","23.6599998474121","25.0100002288818","25.7700004577637","25.0100002288818","25.4300003051758","24.7000007629395","24.25","24.0499992370605","21.3099994659424","20.8700008392334","19.9099998474121","19.8600006103516","17.25","17.0200004577637","16.2299995422363","17.3099994659424","16.2999992370605","14.25","15.9700002670288","15.1000003814697","15.8599996566772","15.7399997711182","15.8500003814697","15.8500003814697","14.5","14.1800003051758","13.5900001525879","",
"Comoros","COM","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","20.0599994659424","19.4799995422363","20.2999992370605","21.5499992370605","17.0699996948242","19.6299991607666","21.0300006866455","22.9799995422363","24.0400009155273","26.5400009155273","24.3299999237061","26.2900009155273","24.7099990844727","22.4799995422363","22.4300003051758","20.9300003051758","18.7099990844727","17.3700008392334","17.9699993133545","17.4300003051758","16.5200004577637","17.1499996185303","15","14.4399995803833","13.1199998855591","12.6000003814697","12.8199996948242","12.9399995803833","13.0299997329712","","11.6000003814697","11.4300003051758","11.3100004196167","11.3599996566772","9.57999992370605","9.5600004196167","9.05000019073486",
"Caribbean small states","CSS","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3455783420364","11.3044725906839","11.4394770747607","11.8347059598625","11.3346635531654","11.2296525877332","9.82229432017785","8.74731611804785","","8.11799460167096","8.97806517135274","8.30939324562465","8.29192148847686","8.58130807412067","","","","","","","","","","","",
"Cuba","CUB","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2000007629395","16.2000007629395","16.2000007629395","16.6200008392334","13.9300003051758","13.9300003051758","15.6899995803833","15.6899995803833","15.6899995803833","13.8999996185303","13.1700000762939","12.8199996948242","12.3500003814697","11.8500003814697","11.6400003433228","11.4700002670288","11.9700002670288","13.3500003814697","11.2600002288818","10.7600002288818","","",
"Curacao","CUW","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.30999994277954","","","","","","","","","","","","","","3.30999994277954","3.5699999332428","4.23000001907349","4.40000009536743","4.44999980926514","3.21000003814697","4.19999980926514","4.48000001907349","2","3.01999998092651","2.49000000953674","",
"Cyprus","CYP","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","25.4300003051758","26.3999996185303","27.9799995422363","28.6599998474121","29.1200008392334","28.9599990844727","28.4400005340576","27.8899993896484","27.8899993896484","26.9699993133545","26.0499992370605","25.7800006866455","25.75","25.1299991607666","24.5200004577637","24.5200004577637","23.1100006103516","20.2900009155273","18.5300006866455","17.75","","","","","13.1400003433228","12.5200004577637","12.1199998855591","11.3199996948242","10.6599998474121","10.5699996948242","10.2200002670288","9.64999961853027","9.72000026702881","9.67000007629395","9.38000011444092","8.63000011444092","8.56999969482422","7.53000020980835","7.25","6.51000022888184","",
"Czech Republic","CZE","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5999984741211","31.4599990844727","30.8099994659424","30.3400001525879","29.3099994659424","29.0400009155273","28.0599994659424","27.2299995422363","28.3899993896484","27.8500003814697","27.2999992370605","26.7900009155273","26.4699993133545","27","26.7900009155273","26.7199993133545","24.0400009155273","23.2000007629395","23.8899993896484","23.3400001525879","22.9099998474121","23.6000003814697","23.7399997711182","",
"Germany","DEU","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","25.1299991607666","25.0900001525879","25.6000003814697","25.0699996948242","25.1000003814697","25.4300003051758","24.8500003814697","25.2199993133545","25.9099998474121","23.6100006103516","22.0400009155273","21.0499992370605","20.2299995422363","19.4599990844727","18.9099998474121","18.9200000762939","18.5100002288818","18.3199996948242","17.9099998474121","17.6299991607666","16.9400005340576","17.0200004577637","16.0599994659424","16.0499992370605","16","15.0500001907349","14.6000003814697","14.3400001525879","14.2600002288818","14.210000038147","14.0600004196167","14.1999998092651","13.8900003433228","",
"Djibouti","DJI","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2700004577637","","13.1400003433228","","","","","","10.2200002670288","","10.8299999237061","","9.76000022888184","","","","","","","","","","","","","","","",
"Denmark","DNK","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","20.4300003051758","19.6900005340576","18.0699996948242","17.0799999237061","16.9699993133545","16.0100002288818","15.9799995422363","17.9699993133545","","15.6300001144409","","15.1999998092651","15.1000003814697","15.7799997329712","16.0499992370605","15.9200000762939","15.6899995803833","15.6700000762939","15.8800001144409","16.3199996948242","15.5500001907349","14.5","15.1199998855591","14.9700002670288","15.1099996566772","14.4799995422363","14.6700000762939","15.3500003814697","13.4200000762939","14.4099998474121","12.2700004577637","11.6400003433228","12","12.4099998474121","11.6199998855591","12.6400003433228","12.25","10.0500001907349","9.22999954223633","9.35000038146973","9.47999954223633","9.18000030517578","9.27000045776367","9.64000034332275","10.2200002670288",
"Dominican Republic","DOM","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6700000762939","21.3199996948242","21.8299999237061","21.1900005340576","20.4400005340576","20.9599990844727","21.0900001525879","22.2600002288818","20.8099994659424","20.1900005340576","16.9099998474121","15.3599996566772","15.2399997711182","15.3400001525879","15.1199998855591","14.0799999237061","13.6599998474121","","9.46000003814697","9.64000034332275","9.59000015258789","10.710000038147","8.8100004196167","9.52999973297119","9.73999977111816","9.10000038146973",
"Algeria","DZA","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3400001525879","","25.2000007629395","28.2000007629395","","","","","","","","","21.2700004577637","21.3700008392334","","",
"East Asia & Pacific (excluding high income)","EAP","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9123336969493","","","","","15.7498027572689","","","","","","",
"East Asia & Pacific","EAS","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7728132362322","19.5323317622046","19.5058412638484","19.8163930749832","19.6269351765271","19.306449405758","19.2883049077147","18.9978414427708","18.7737817645757","18.171345978925","16.73766762656","16.5053849594123","16.1514412696506","16.049973504375","15.8332791105316","16.1001805721864","15.384625273162","",
"Europe & Central Asia","ECS","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3610866085907","17.9970028267641","17.220819837361","17.3735880658745","17.2660596618273","17.0561951073492","16.6334639332545","16.3064152606602","15.9799234005346","15.7288799421043","15.5754221829475","15.0083626882926","14.1016241918428","13.7406328157642","13.6384140261192","13.5263406440221","13.3595717834529","13.3981677978749","13.07557957776","",
"Ecuador","ECU","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4799995422363","16.3999996185303","17.0599994659424","16.6000003814697","15.0100002288818","14.6899995803833","13.9899997711182","15.3199996948242","13.5699996948242","14.7700004577637","14.8999996185303","16.1900005340576","14.210000038147","","13.9700002670288","12.0600004196167","12.6499996185303","","","","","11.3900003433228","11.3500003814697","12.289999961853","11.5299997329712","10.460000038147","",
"Egypt, Arab Rep.","EGY","Employment in industry, female (% of female employment)","SL.IND.EMPL.FE.ZS","","","","","","","","","","","17.8199996948242","13.2299995422363","11.8500003814697","14.6000003814697","14.9300003051758","13.5799999237061","","12.8500003814697","12.5100002288818","15.4300003051758","12.6599998474121","12.8400001525879","13.3900003433228","14.3100004196167","10.8199996948242","","","","","9.09000015258789","10.2399997711182","16.8299999237061","10.4200000762939","8.09000015258789","7.36999988555908","9.21000003814697","11.7799997329712","8.0600004196167","9.10000038146973","11.1400003433228","6.90000009536743","10.0600004196167","10.4200000762939","6.23999977111816","5.94000005722046","4.98999977111816","6.01000022888184","6.15999984741211","5.57999992370605","","","5.09000015258789","5.51000022888184","5.01999998092651","5.01999998092651","","",
